LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000959680-0001-3,DINO'S CHICKEN AND BURGERS,DINOS BURGERS #2,2575 W PICO BLVD,LOS ANGELES,90006-4011,2575 PICO 90006-4011,4900 GOULD AVENUE,LA CANADA,91011-2632,722110,Full-service restaurants,1,04/01/1970,,POINT (-118.2937 34.0472)
0000960029-0001-4,FIESTA EXPRESS INC,BLU JAM CAFE,7371 MELROSE AVENUE,LOS ANGELES,90046-7526,7371 MELROSE 90046-7526,6800 OWENSMOUTH AVENUE #350,CANOGA PARK,91303-3159,722110,Full-service restaurants,5,04/11/2006,,POINT (-118.3503 34.0835)
0000960111-0001-2,JACK IN THE BOX INC,JACK IN THE BOX #228,805 W MANCHESTER AVENUE,LOS ANGELES,90044-4913,805 MANCHESTER 90044-4913,9357 SPECTRUM CENTER BLVD,SAN DIEGO,92123-1444,722110,Full-service restaurants,8,12/01/1970,,POINT (-118.2871 33.96)
0000961736-0001-9,BA2 LLC,THE BIGFOOT LODGE,3172 LOS FELIZ BLVD,LOS ANGELES,90039-1507,3172 LOS FELIZ 90039-1507,10939 VENICE BLVD,LOS ANGELES,90034-7015,722110,Full-service restaurants,13,06/04/1999,,POINT (-118.2679 34.1237)
0000962229-0001-5,LUNCH TO LATENITE CORP,THE KITCHEN,4348 FOUNTAIN AVENUE,LOS ANGELES,90029-2226,4348 FOUNTAIN 90029-2226,,,,722110,Full-service restaurants,13,05/05/1999,,POINT (-118.2845 34.0958)
0000962425-0001-3,JUAN J & BLANCA L GUERRA,TAM'S BURGERS #20,4419 S NORMANDIE AVENUE,LOS ANGELES,90037-2300,4419 NORMANDIE 90037-2300,,,,722110,Full-service restaurants,9,03/01/1999,,POINT (-118.3001 34.0032)
0000963237-0001-7,JC'S FAMOUS PIZZA INC,FAMOUS PIZZA,6756 TAMPA AVENUE,RESEDA,91335-5014,6756 TAMPA 91335-5014,,,,722110,Full-service restaurants,3,11/01/1998,,POINT (-118.5535 34.1932)
0000963274-0001-8,YOUSSEF ISMAIL,GUIDOS PIZZA & PASTA,4883 TOPANGA CANYON BLVD,WOODLAND HILLS,91364-4228,4883 TOPANGA CANYON 91364-4228,,,,722110,Full-service restaurants,3,07/04/1999,,POINT (-118.6058 34.1565)
0000963919-0001-6,CKE RESTAURANT VENTURES LLC,RESTAURANT HAMASAKU,11043 SANTA MONICA BLVD,LOS ANGELES,90025-3523,11043 SANTA MONICA 90025-3523,1234 BENEDICT CANYON DRIVE,BEVERLY HILLS,90210-2728,722110,Full-service restaurants,5,06/30/1999,,POINT (-118.4428 34.0481)
0000964345-0001-7,EZ 02 LLC,EL ZOCALO,900 W ANAHEIM STREET,WILMINGTON,90744-4220,900 ANAHEIM 90744-4220,,,,722110,Full-service restaurants,15,11/17/1999,,POINT (-118.2728 33.7794)
0000964378-0001-1,LC PIZZA INC,,2602 N MAIN STREET,LOS ANGELES,90031-3319,2602 MAIN 90031-3319,,,,722110,Full-service restaurants,14,08/19/2004,,POINT (-118.2142 34.0659)
0000965000-0001-2,QUATTRO NAZO LLC,BRENTWOOD RESTAURANT & LOUNGE,148 S BARRINGTON AVENUE,LOS ANGELES,90049-3309,148 BARRINGTON 90049-3309,,,,722110,Full-service restaurants,11,09/01/1999,,POINT (-118.4693 34.0646)
0000965707-0001-1,JOHN P SIN,,7455 LANKERSHIM BLVD SUITE #A,NORTH HOLLYWOOD,91605-2823,7455 LANKERSHIM 91605-2823,23942 STAGG STREET,WEST HILLS,91304-6114,722110,Full-service restaurants,2,07/05/1999,,POINT (-118.3877 34.2059)
0000965803-0001-1,KARIHANG PINOY RESTAURANT INC,KARIHANG PINOY RESTAURANT,4909 SANTA MONICA BLVD,LOS ANGELES,90029-2537,4909 SANTA MONICA 90029-2537,,,,722110,Full-service restaurants,13,07/01/1999,,POINT (-118.2961 34.0908)
0000965817-0001-3,CA BUSINESS VENTURE INC,SUBWAY # 16781,4731 VENICE BLVD,LOS ANGELES,90019-5832,4731 VENICE 90019-5832,1270 S LA CIENEGA BLVD,LOS ANGELES,90035-2548,722110,Full-service restaurants,10,06/01/1999,,POINT (-118.3404 34.0467)
0000966487-0001-3,STARBUCKS CORPORATION,STARBUCKS COFFEE #5694,2470 S WESTERN AVENUE,SAN PEDRO,90732-4359,2470 WESTERN 90732-4359,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,15,07/24/1999,,POINT (-118.3126 33.7231)
0000966548-0006-2,6429 SELMA HOSPITALITY LLC,1902 | NO VACANCY,6541 HOLLYWOOD BLVD UNIT #202,LOS ANGELES,90028-6272,6541 HOLLYWOOD 90028-6272,1465 TAMARIND AVENUE SUITE #185,LOS ANGELES,90028-8412,722110,Full-service restaurants,13,07/28/2011,,
0000966690-0001-1,LOS PRIMOS TAQUERIA Y RESTAURANT INC,LUCY'S DRIVE IN,1568 W PICO BLVD,LOS ANGELES,90015-2436,1568 PICO 90015-2436,,,,722110,Full-service restaurants,1,08/01/1999,,POINT (-118.2762 34.0443)
0000967119-0001-0,ENRIQUES RAMOS/LAURA BARAJAS,EL BRONCO TAQUERIA,5427 VENICE BLVD,LOS ANGELES,90019-5163,5427 VENICE 90019-5163,5427 VENICE BLVD,LOS ANGELES,90019-5163,722110,Full-service restaurants,10,06/24/1999,,POINT (-118.3576 34.0442)
0000967302-0001-1,JACK IN THE BOX PROPERTIES,JACK IN THE BOX #3262,5101 W JEFFERSON BLVD,LOS ANGELES,90016-3813,5101 JEFFERSON 90016-3813,9357 SPECTRUM CENTER BLVD,SAN DIEGO,92123-1444,722110,Full-service restaurants,10,07/15/1999,,POINT (-118.3549 34.0255)
0000967384-0003-5,AKA HOTELS LLC,,5615 HOLLYWOOD BLVD,LOS ANGELES,90028-6809,5615 HOLLYWOOD 90028-6809,1983 N PALM CANYON DRIVE,PALM SPRINGS,92262-2919,722110,Full-service restaurants,13,05/01/2010,,POINT (-118.3121 34.1017)
0000967662-0002-5,MCCAN INC,SUBWAY 51680,18545 ROSCOE BLVD,NORTHRIDGE,91324-4632,18545 ROSCOE 91324-4632,,,,722110,Full-service restaurants,12,07/01/2011,,POINT (-118.5379 34.2207)
0000967895-0001-8,ELENA COMBOIANV,GRECOS NEWYORK PIZZA,805 S BROADWAY,LOS ANGELES,90014-3201,805 BROADWAY 90014-3201,,,,722110,Full-service restaurants,14,,,POINT (-118.2547 34.0437)
0000968208-0001-7,PRETZEL KING LLC,AUNTIE ANNES HAND ROLLED SOFT PRETZELS,9301 TAMPA AVENUE #83A/152,NORTHRIDGE,91324-2503,9301 TAMPA 91324-2503,3520 GIDDINGS RANCH ROAD,ALTADENA,91001-3805,722110,Full-service restaurants,12,07/19/1999,,POINT (-118.5535 34.2391)
0000968543-0001-3,VSM HOLDING LLC,PSYCHOBABBLE,1866 N VERMONT AVENUE,LOS ANGELES,90027-4215,1866 VERMONT 90027-4215,,,,722110,Full-service restaurants,4,10/01/1999,,POINT (-118.2917 34.1048)
0000968576-0001-8,GOURMET KOSHER SAUSAGE CO INC,JEFF'S GOURMET,8930 W PICO BLVD,LOS ANGELES,90035-3334,8930 PICO 90035-3334,,,,722110,Full-service restaurants,5,08/31/1999,,POINT (-118.3864 34.0552)
0000968818-0001-0,LAS PALMITAS FRESH FRUIT INC,LAS PALMITAS FRUITS,3425 E 1ST STREET #3423,LOS ANGELES,90063-2913,3425 1ST 90063-2913,4216 E 1ST STREET,LOS ANGELES,90063-1412,722110,Full-service restaurants,14,07/08/1999,,POINT (-118.1941 34.0367)
0000968818-0002-8,LAS PALMITAS FRESH FRUIT INC,LA PALMITAS FRUIT #4,3691 E 3RD STREET,LOS ANGELES,90063-2442,3691 3RD 90063-2442,,,,722110,Full-service restaurants,0,05/05/2012,,POINT (-118.1895 34.0333)
0000968818-0003-6,LAS PALMITAS FRESH FRUIT INC,LAS PALIMITAS FRUITS #5,3425 E 1ST STREET UNIT #3435,LOS ANGELES,90063-2913,3425 1ST 90063-2913,,,,722110,Full-service restaurants,14,12/01/2012,,POINT (-118.1941 34.0367)
0000970704-0001-8,HANI MAMMO,CARUSOS PIZZA 2,10504 MOUNT GLEASON AVENUE,TUJUNGA,91042-1663,10504 MOUNT GLEASON 91042-1663,13737 FOOTHILL BLVD,SYLMAR,91342-3105,722110,Full-service restaurants,7,08/15/2001,,POINT (-118.3026 34.2596)
0000970990-0001-9,TED HOLCOMB,,1100 E SLAUSON AVENUE,LOS ANGELES,90011-4800,1100 SLAUSON 90011-4800,,,,722110,Full-service restaurants,9,,,POINT (-118.2564 33.9893)
0000971322-0001-1,TAQUERIA EL SOL & BAKERY,,1949 E 1ST STREET,LOS ANGELES,90033-3412,1949 1ST 90033-3412,,,,722110,Full-service restaurants,14,06/01/1999,,POINT (-118.2157 34.0458)
0000971504-0001-9,ISMAEL CARRILLO,MANZANILLO COLIMA SEAFOOD,701 E WASHINGTON BLVD,LOS ANGELES,90021-3016,701 WASHINGTON 90021-3016,3592 ROSEMEAD BLVD #238,ROSEMEAD,91770-2053,722110,Full-service restaurants,14,01/10/2000,,POINT (-118.2573 34.0277)
0000971508-0001-7,PAULA ANGELES,LUPITAS RESTAURANT #1,2214 E 1ST STREET,LOS ANGELES,90033-3902,2214 1ST 90033-3902,,,,722110,Full-service restaurants,14,02/01/2000,,POINT (-118.2118 34.0444)
0000971743-0001-5,FARLIDA RAKSANOH,BASKIN ROBBINS 3119,3516 W SUNSET BLVD,LOS ANGELES,90026-2106,3516 SUNSET 90026-2106,,,,722110,Full-service restaurants,13,01/02/1999,,POINT (-118.2765 34.0889)
0000972084-0001-4,TOSHIHIKO T HOSHI,TOSHI,12847 VANOWEN STREET,N HOLLYWOOD,91605-5219,12847 VANOWEN 91605-5219,2926 GRACIA STREET,LOS ANGELES,90039-2304,722110,Full-service restaurants,2,09/16/1999,,POINT (-118.4129 34.1942)
0000972461-0001-6,CHARLES FATA JR,CHARLIES TRIO,5769 HUNTINGTON DRIVE N,LOS ANGELES,90032-1326,5769 HUNTINGTON 90032-1326,,,,722110,Full-service restaurants,0,07/01/1971,,POINT (-118.1554 34.0978)
0000973271-0001-1,JUNG SUK KAHM,NICOLE'S COFFEE AND CHOCOLATE,928 S WESTERN AVENUE #145,LOS ANGELES,90006-1078,928 WESTERN 90006-1078,,,,722110,Full-service restaurants,10,08/21/1999,,POINT (-118.309 34.0547)
0000974361-0002-1,HOSSEIN VAMEGHI,CILANTRO FRESH MEXICAN GRILL,800 N ALAMEDA STREET UNIT #K5,LOS ANGELES,90012-3741,800 Alameda 90012-3741,,,,722110,Full-service restaurants,14,07/13/2021,,POINT (-118.236 34.0562)
0000974509-0001-3,"1430 N CAHUENGA PARTNERS, LP",CABANA CLUB,1430 N CAHUENGA BLVD,LOS ANGELES,90028-8126,1430 CAHUENGA 90028-8126,6714 HOLLYWOOD BLVD,LOS ANGELES,90028-4605,722110,Full-service restaurants,13,10/30/1999,,POINT (-118.3295 34.0967)
0000974697-0001-5,BONY PHENG/NATHALI PICH GAV,U S A DONUT,14861 SHERMAN WAY,VAN NUYS,91405-2254,14861 SHERMAN 91405-2254,,,,722110,Full-service restaurants,6,09/01/1999,,POINT (-118.4565 34.2012)
0000974847-0001-3,ESTEBAN LARA XOCHITLA,STEVES BIGGER SUBS,4533 SEPULVEDA BLVD,SHERMAN OAKS,91403-4047,4533 SEPULVEDA 91403-4047,,,,722110,Full-service restaurants,4,08/16/1999,,POINT (-118.4667 34.1526)
0000974926-0001-0,IRMA VASQUEZ,EL MESTIZO  RESTAURANT,15418 LASSEN STREET,MISSION HILLS,91345-2922,15418 LASSEN 91345-2922,15418 LASSEN STREET,MISSION HILLS,91345-2922,722110,Full-service restaurants,7,09/09/1999,,POINT (-118.4679 34.25)
0000975191-0001-4,MIGUEL GRACIANO,LA CABANA RESTAURANT,2931 E 4TH STREET,LOS ANGELES,90033-4432,2931 4TH 90033-4432,,,,722110,Full-service restaurants,14,07/16/1999,,POINT (-118.2042 34.0372)
0000975895-0001-0,"SAN PEDRO BREWING CO, INC",,331 W 6TH STREET,SAN PEDRO,90731-3317,331 6TH 90731-3317,,,,722110,Full-service restaurants,15,10/01/1999,,POINT (-118.2841 33.7387)
0000975926-0001-7,SANTIAGO/BEATRIZ RODRIGUEZ,MONARCA'S MEXICAN FOOD,1220 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-2932,1220 PACIFIC COAST 90710-2932,,,,722110,Full-service restaurants,15,11/08/1999,,POINT (-118.2979 33.7897)
0000976139-0001-6,EMPORIUM THAI CUISINE LLC,,1275 WESTWOOD BLVD,LOS ANGELES,90024-4811,1275 WESTWOOD 90024-4811,,,,722110,Full-service restaurants,5,03/16/2000,,POINT (-118.443 34.0574)
0000976177-0001-1,ROBERTO CAMPOS ESPINOZA,,132 N PACIFIC AVENUE,SAN PEDRO,90731-2038,132 PACIFIC 90731-2038,894 OCEANSIDE STREET,WILMINGTON,90744-1125,722110,Full-service restaurants,15,05/01/2000,,POINT (-118.2878 33.7435)
0000976358-0002-3,JOSE CARBALLO,L.A. PIZZA #2,15037 ROSCOE BLVD,PANORAMA CITY,91402-4512,15037 ROSCOE 91402-4512,,,,722110,Full-service restaurants,6,01/02/2017,,POINT (-118.4608 34.2218)
0000977765-0001-5,JUAN RODRIGUEZ/AGUSTIN RODRIGUEZ,PAT/LORRAIN COFFEE SHOP,4720 EAGLE ROCK BLVD,LOS ANGELES,90041-2712,4720 EAGLE ROCK 90041,,,,722110,Full-service restaurants,14,11/01/1999,,POINT (-118.2165 34.1306)
0000978040-0001-5,FRANCES ROMONA JONES /C,JONES MANAGMENT-LA TIJERA INC,6904 LA TIJERA BLVD,LOS ANGELES,90045-1954,6904 LA TIJERA 90045-1954,4201 WILSHIRE BLVD   SUITE #215,LOS ANGELES,90010-3601,722110,Full-service restaurants,11,02/01/2000,,POINT (-118.3732 33.976)
0000978117-0001-4,OCHA CLASSIC CORPORATION,OCHA CLASSIC RESTAURANT #2,3960 BEVERLY BLVD,LOS ANGELES,90004-3434,3960 BEVERLY 90004-3434,820 S NEW HAMPSHIRE AVENUE #102,LOS ANGELES,90005-1829,722110,Full-service restaurants,10,02/14/2000,,POINT (-118.2954 34.0762)
0000978968-0001-2,TAQUERIA EL TAPATIO #1 INC,TAQUERIA EL TAPATIO,22806 VICTORY BLVD,WOODLAND HILLS,91367-1633,22806 VICTORY 91367-1633,,,,722110,Full-service restaurants,3,01/01/1999,,POINT (-118.6234 34.1864)
0000979893-0001-0,ITALY'S LITTLE KITCHEN WESTCHESTER,ITALYS LITTLE KITCHEN,8516 LINCOLN BLVD,LOS ANGELES,90045-3502,8516 LINCOLN 90045-3502,12410 SANTA MONICA BLVD,LOS ANGELES,90025-2522,722110,Full-service restaurants,11,10/01/1971,,POINT (-118.4195 33.9602)
0000980343-0001-1,CRENSHAW CHRISTIAN CENTER CHURCH OF LOS ANGELES COUNTY,,7901 S VERMONT AVENUE,LOS ANGELES,90044-3531,7901 VERMONT 90044-3531,POST OFFICE BOX #4444E,LOS ANGELES,90044-0404,722110,Full-service restaurants,8,01/01/1991,,POINT (-118.2917 33.9677)
0000981073-0001-5,TBB INC,THE BEST BURGER,3533 S WESTERN AVENUE,LOS ANGELES,90018-3824,3533 WESTERN 90018-3824,2623 S BUDLONG AVENUE,LOS ANGELES,90007-2147,722110,Full-service restaurants,8,01/05/2000,,POINT (-118.3088 34.0237)
0000981761-0001-0,RONALD C GARCIA,RONNIES DINER | RONNIES DINER INC,12740 CULVER BLVD #J,LOS ANGELES,90066-6574,12740 CULVER 90066-6574,,,,722110,Full-service restaurants,11,12/01/1999,,POINT (-118.4251 33.9857)
0000983851-0001-9,EMERALD STAR FOOD CORP,ANSON'S ON WHEELS,108 W 9TH STREET,LOS ANGELES,90015-1506,108 9TH 90015-1506,,,,722110,Full-service restaurants,14,10/14/1999,,POINT (-118.255 34.0416)
0000983860-0001-8,LEVY PREMIUM FOOD SERVICE LP,LEVY RESTAURANTS AT STAPLES CENTER,1111 S FIGUEROA STREET,LOS ANGELES,90015-1300,1111 FIGUEROA 90015-1300,2400 YORKMONT ROAD,CHARLOTTE,28217-4511,722110,Full-service restaurants,14,10/15/1999,,POINT (-118.2653 34.0435)
0000983860-0002-6,LEVY PREMIUM FOOD SERVICE LP,LEVY RESTAURANTS AT DODGERS STADIUM,1000 ELYSIAN PARK AVENUE,LOS ANGELES,90012-1112,1000 ELYSIAN PARK 90012-1112,2400 YORKMONT ROAD,CHARLOTTE,28217-4511,722110,Full-service restaurants,1,04/12/2000,,POINT (-118.2399 34.0739)
0000983928-0001-8,NERSES MAKHTESYAN,TMA STAR PIZZA & SUB,6365 WOODMAN AVENUE,VAN NUYS,91401-2346,6365 WOODMAN 91401-2346,,,,722110,Full-service restaurants,2,10/01/1999,,POINT (-118.4312 34.1859)
0000984024-0001-3,METSOS RESTAURANT INC,PATY'S RESTAURANT,10001 RIVERSIDE DRIVE,TOLUCA LAKE,91602-2515,10001 RIVERSIDE 91602-2515,,,,722110,Full-service restaurants,2,12/29/1999,,POINT (-118.3496 34.1522)
0000985134-0001-2,MASAHISA MATSUMOTO/NORIKO MATSUMOTO,SUSHI YOTSUYA,18760 VENTURA BLVD,TARZANA,91356-3303,18760 VENTURA 91356-3303,,,,722110,Full-service restaurants,3,12/16/1999,,POINT (-118.5419 34.1711)
0000985180-0001-2,KACIN CELIK,CORLEONE PIZZA,310 W 7TH STREET,LOS ANGELES,90014-1706,310 7TH 90014-1706,,,,722110,Full-service restaurants,14,11/01/2002,,POINT (-118.2534 34.0453)
0000987895-0001-1,HENROSE CORP,MCDONALDS 1922,1417 GLENDALE BLVD,LOS ANGELES,90026-2428,1417 GLENDALE 90026-2428,9906 HAYVENHURST AVENUE,NORTH HILLS,91343-1163,722110,Full-service restaurants,13,01/01/1972,,POINT (-118.2602 34.0802)
0000988506-0001-5,HONG KONG 88 INC,88 CHINESE & SUSHI,5658 SEPULVEDA BLVD #101,VAN NUYS,91411-2927,5658 SEPULVEDA 91411-2927,,,,722110,Full-service restaurants,4,12/13/1999,,POINT (-118.4661 34.1731)
0000989890-0001-2,TIGER BANG,BUL LO CHO HAN BANG NONG CHOOK,4319 W 2ND STREET,LOS ANGELES,90004-5101,4319 2ND 90004-5101,,,,722110,Full-service restaurants,10,11/10/1999,,POINT (-118.3079 34.0711)
0000990403-0001-1,ZOO ENTERTAINMENT LLC,LE PRIVE',721 S WESTERN AVENUE,LOS ANGELES,90005-3113,721 WESTERN 90005-3113,,,,722110,Full-service restaurants,10,11/24/1999,,POINT (-118.309 34.059)
0000990869-0001-3,EDUARDO PULIDO/ARTURO LOPEZ,BIONICOS MARISOL,4501 S ALAMEDA STREET #W91/2,VERNON,90058-2010,4501 ALAMEDA 90058-2010,8202 LANKIN STREET,DOWNEY,90242-3702,722110,Full-service restaurants,0,07/14/2000,,POINT (-118.239 34.0027)
0000990926-0003-0,MARIA DEL SOCORRO ZAMBRANO,ZASOM GUADALAJARA,5373 ALHAMBRA AVENUE,LOS ANGELES,90032-3411,5373 ALHAMBRA 90032-3411,,,,722110,Full-service restaurants,14,08/06/2019,,POINT (-118.1687 34.077)
0000991047-0001-9,WILSHIRE KINGSLEY INC,"BCD TOFU HOUSE, INC",3575 WILSHIRE BLVD,LOS ANGELES,90010-2303,3575 WILSHIRE 90010-2303,,,,722110,Full-service restaurants,10,07/01/2000,,POINT (-118.3028 34.0617)
0000991179-0001-7,STARBUCKS CORPORATION,STARBUCK'S COFFEE #5775,6743 HOLLYWOOD BLVD,HOLLYWOOD,90028-4604,6743 HOLLYWOOD 90028-4604,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,13,09/02/2000,,POINT (-118.3374 34.1015)
0000991774-0002-1,CRISOSTOMO JIMENEZ,EL COMPITA,4477 W PICO BLVD,LOS ANGELES,90019-4244,4477 PICO 90019-4244,,,,722110,Full-service restaurants,10,06/15/2008,,POINT (-118.3326 34.0483)
0000992757-0001-7,"GIB 10, INC.",JIMS BURGERS #10,1901 E 1ST STREET,LOS ANGELES,90033-3412,1901 1ST 90033-3412,,,,722110,Full-service restaurants,14,02/01/1972,,POINT (-118.2174 34.0465)
0000992856-0001-1,EFRAIN RUVALCABA QUEZADA,MARIA'S MEXICAN RESTAURANT,2215 S PACIFIC AVENUE #D,SAN PEDRO,90731-5985,2215 PACIFIC 90731-5985,,,,722110,Full-service restaurants,15,06/15/2001,,POINT (-118.2879 33.7241)
0000993052-0001-4,MING TRING YUAN,HONG KONG EXPRESS,1605 S HOOVER STREET #109,LOS ANGELES,90006-4957,1605 HOOVER 90006-4957,,,,722110,Full-service restaurants,1,,,POINT (-118.2841 34.0437)
0000994532-0001-5,BICH HOA TRANG,CHOONY'S DONUTS & BAGEL INC / CHOONY'S DONUT,13796 FOOTHILL BLVD #110,SYLMAR,91342-3165,13796 FOOTHILL 91342-3165,,,,722110,Full-service restaurants,7,01/01/2000,,POINT (-118.4336 34.31)
0000994682-0001-1,POYO INC,EL POLLO LOCO,6752 RESEDA BLVD,RESEDA,91335-5315,6752 RESEDA 91335-5315,POST OFFICE BOX #3511,GRANADA HILLS,91394-0511,722110,Full-service restaurants,4,12/17/1999,,POINT (-118.536 34.193)
0000994682-0002-0,POYO INC,EL POLLO LOCO # 3738,18111 NORDHOFF STREET,NORTHRIDGE,91330-0001,18111 NORDHOFF 91330-0001,POST OFFICE BOX #3511,GRANADA HILLS,91394-0511,722110,Full-service restaurants,12,03/29/2012,,POINT (-118.5275 34.2355)
0000994696-0001-3,ALFREDO PADILLA,TACOS EL CONELO,11555 GLENOAKS BLVD #G,PACOIMA,91331-1132,11555 GLENOAKS 91331-1132,,,,722110,Full-service restaurants,7,01/01/2000,,POINT (-118.4179 34.2796)
0000994864-0001-0,FISHERMANS OUTLET /C,,529 S CENTRAL AVENUE,LOS ANGELES,90013-1714,529 CENTRAL 90013-1714,1308 FACTORY PLACE APT #102,LOS ANGELES,90013-2254,722110,Full-service restaurants,14,03/01/1971,,POINT (-118.2398 34.0407)
0000995107-0001-1,STARBUCKS CORPORATION,STARBUCKS COFFEE #5734,10965 VENTURA BLVD,STUDIO CITY,91604-3341,10965 VENTURA 91604-3341,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,4,02/05/2000,,POINT (-118.3694 34.1401)
0000995815-0001-3,OOMASA INC,OOMASA,100 JAPANESE VILLAGE PLAZA MALL,LOS ANGELES,90012-3909,100 JAPANESE VILLAGE PLAZA 90012-3909,,,,722110,Full-service restaurants,14,03/01/1972,,POINT (-118.2394 34.0494)
0000996722-0001-2,DORINE ENTERPRISES INC,VICTORY PLAZA SUBWAY,13009 VICTORY BLVD,N HOLLYWOOD,91606-2925,13009 VICTORY 91606-2925,,,,722110,Full-service restaurants,2,04/01/2003,,POINT (-118.4168 34.1866)
0000997044-0001-9,JTG RESTAURANT GROUP INC,JOSELITO'S WEST | JOSELITOS WEST,7308 FOOTHILL BLVD,TUJUNGA,91042-2727,7308 FOOTHILL 91042-2727,7308 FOOTHILL BLVD,TUJUNGA,91042-2727,722110,Full-service restaurants,7,03/01/2000,,POINT (-118.291 34.25)
0000997315-0003-3,JOSE R DAMAS PENA,RESTAURANTE MARISCOS LA PERLA,1015 WALL STREET SUITE #123,LOS ANGELES,90015-2392,1015 Wall 90015-2392,938 S HOBART BLVD,LOS ANGELES,90006-1277,722110,Full-service restaurants,14,03/09/2023,,POINT (-118.2538 34.0374)
0000998406-0001-3,GLENN HARRELL LLC,SAY CHEESE,2800 HYPERION AVENUE,LOS ANGELES,90027-2506,2800 HYPERION 90027-2506,,,,722110,Full-service restaurants,4,11/16/1999,,POINT (-118.2718 34.108)
0000998414-0001-8,HANLON ENTERPRISES INC,MOLLY MALONE'S IRISH,575 S FAIRFAX AVENUE,LOS ANGELES,90036-3128,575 FAIRFAX 90036-3128,1724 S GENESEE AVENUE,LOS ANGELES,90019-5029,722110,Full-service restaurants,5,06/01/1972,,POINT (-118.3613 34.0654)
0000998536-0001-2,PIAZZA ROMANA LLC,,189 THE GROVE DRIVE #G90,LOS ANGELES,90036-6254,189 THE GROVE 90036-6254,8321 SKYLINE DRIVE,LOS ANGELES,90046-1038,722110,Full-service restaurants,5,06/28/2003,,POINT (-118.3563 34.0711)
0000999235-0001-1,ARROSTO COFFEE,,11652 SAN VICENTE BLVD,LOS ANGELES,90049-5104,11652 SAN VICENTE 90049,,,,722110,Full-service restaurants,11,,,POINT (-118.4636 34.0538)
0000999236-0001-5,STARBUCKS CORP,STARBUCKS COFFEE #659,11700 SAN VICENTE BLVD,LOS ANGELES,90049-5006,11700 SAN VICENTE 90049-5006,,,,722110,Full-service restaurants,11,,,POINT (-118.4655 34.0535)
0002001672-0001-9,EC II INC,EL COMPADRE,1449 W SUNSET BLVD,LOS ANGELES,90026-3457,1449 SUNSET 90026-3457,,,,722110,Full-service restaurants,13,10/01/2004,,POINT (-118.253 34.0749)
0002004992-0001-2,SRI SIAM INC,SRI SIAM CAFE,12843 VANOWEN STREET,NORTH HOLLYWOOD,91605-5219,12843 VANOWEN 91605-5219,,,,722110,Full-service restaurants,2,11/01/2004,,POINT (-118.4126 34.1939)
0002005166-0003-8,CHATIROSE SATTRAROJNA,YAI RESTAURANT,5757 HOLLYWOOD BLVD,LOS ANGELES,90028-6719,5757 HOLLYWOOD 90028-6719,,,,722110,Full-service restaurants,13,05/16/2011,,POINT (-118.3148 34.1016)
0002005633-0001-8,SPRINGBOK INC,SPRINGBOK BAR AND GRILL,16153 VICTORY BLVD,VAN NUYS,91406-5820,16153 VICTORY 91406-5820,20335 VENTURA BLVD UNIT #203,WOODLAND HILLS,91364-2456,722110,Full-service restaurants,6,09/16/2003,,POINT (-118.4847 34.1866)
0002009675-0002-9,PULGARCITO QUERIDO EN EL VALLE INC,PULGARCITO QUERIDO EN EL VALLE,13864 1/2 CHASE STREET,PANORAMA CITY,91402-3302,13864 CHASE 91402-3302,6205 CLYBOURN AVENUE,NORTH HOLLYWOOD,91606-3914,722110,Full-service restaurants,6,07/14/2008,,POINT (-118.4352 34.2274)
0002009832-0001-9,CALIFORNIA RESTAURANT INVESTMENTS INC,PALMERI RISTORANTE  | PALMERI SPA RISTORANTE,11650 SAN VICENTE BLVD,LOS ANGELES,90049-5104,11650 SAN VICENTE 90049-5104,11650 SAN VICENTE BLVD,LOS ANGELES,90049-5104,722110,Full-service restaurants,11,12/21/2004,,POINT (-118.4635 34.0538)
0002014181-0001-5,REINS INTERNATIONAL CALIFORNIA INC,GYU-KAKU RESTAURANT,10925 W PICO BLVD,LOS ANGELES,90064-2111,10925 PICO 90064-2111,20000 MARINER AVENUE   SUITE #500,TORRANCE,90503-1670,722110,Full-service restaurants,5,10/01/2001,,POINT (-118.4302 34.0392)
0002014181-0002-3,REINS INTERNATIONAL CALIFORNIA INC,,14457 VENTURA BLVD,SHERMAN OAKS,91423-2606,14457 VENTURA 91423-2606,20000 MARINER AVENUE   SUITE #500,TORRANCE,90503-1670,722110,Full-service restaurants,4,03/16/2005,,POINT (-118.4477 34.1507)
0002018154-0001-7,INSOON SUN INC,DA DA SUSHI BAR,3700 W OLYMPIC BLVD UNIT #101,LOS ANGELES,90019-2040,3700 OLYMPIC 90019-2040,,,,722110,Full-service restaurants,10,10/18/2004,,POINT (-118.3186 34.053)
